Carretera,Tipo_de_via,length_m,nearest_station_m,has_gap
A-92,Autopista libre\Autovía,145516.4553028278,14176.180848330128,False
A-92,Autopista libre\Autovía,23980.746599642378,8331.569955221365,False
A-92,Autopista libre\Autovía,64153.9518563519,864.0772938015754,False
A-92,Autopista libre\Autovía,54264.871795169645,7395.636682172933,False
A-92,Autopista libre\Autovía,79696.41724480988,14237.949105209866,False
A-92,Autopista libre\Autovía,17884.591196568726,6775.109851340922,False
AC-10,Multicarril,1267.3516711803854,443.57669104881217,False
AC-11,Multicarril,3886.001498480047,445.5022298039013,False
AC-11,Multicarril,3886.001498480047,445.5022298039013,False
AC-11,Multicarril,1208.02769916352,170.8110017287592,False
AC-11,Multicarril,1208.02769916352,170.8110017287592,False
AC-12,Multicarril,4549.5464229955005,1360.4681311736458,False
AC-12,Multicarril,3523.478678589858,1018.5679748690034,False
AC-14,Autopista libre\Autovía,7906.56095571065,1621.1996453230613,False
AC-14,Autopista libre\Autovía,2352.6100557711393,2422.863557652531,False
AC-14,Autopista libre\Autovía,431.4201860675659,1946.9706440010652,False
AC-15,Autopista libre\Autovía,5574.818556434279,1178.6542202217117,False
AI-81,Autopista libre\Autovía,1385.1999768638932,129.97033497171674,False
AI-81,Autopista libre\Autovía,3626.5531432861726,931.5266748336464,False
AI-82,Autopista libre\Autovía,284.54256775516643,1571.0880354995393,False
AI-82,Autopista libre\Autovía,1910.379233394067,1195.7872795816252,False
AP-1,Autopista libre\Autovía,75634.89827440442,3212.9451529861153,False
AP-1,Autopista peaje,6345.066452300996,2234.901302888868,False
AP-1,Autopista peaje,13312.796499123382,5973.58631145295,False
AP-1,Autopista peaje,31771.29124077365,914.5117848677893,False
AP-1,Autopista peaje,1225.0402955818759,737.7396404419779,False
AP-2,Autopista libre\Autovía,343.05413326209634,5574.794123921451,False
AP-2,Autopista libre\Autovía,108671.54614024732,21396.472716924236,False
AP-2,Autopista libre\Autovía,106146.89854022847,4223.127972013077,False
AP-36,Autopista peaje,122543.70804644059,21241.61557958999,False
AP-36,Autopista libre\Autovía,24843.191587895573,2713.309860376698,False
AP-4,Autopista libre\Autovía,66051.56384455966,1791.0552153072847,False
AP-4,Autopista libre\Autovía,5695.207932769246,2589.9453621060284,False
AP-4,Autopista libre\Autovía,20609.72373987645,6365.435088318549,False
AP-4,Autopista libre\Autovía,12.14063453402391,333.36846005150886,False
AP-41,Autopista peaje,48450.25246857672,2964.1704068569647,False
AP-46,Autopista peaje,22973.804639180722,5373.262336339217,False
AP-4A,Autopista libre\Autovía,2939.207687405256,6060.03253353208,False
AP-51,Autopista peaje,23407.11377912612,10062.730293593519,False
AP-53,Autopista peaje,56670.404598192974,340.347124147112,False
